archetype_id,domain,trade_off_type,consensus_level,risky_ratio,risky_weight,safe_weight,total_weight,n_risky,n_safe,n_neutral,ses_sensitivity,ses_cue_intensity,generation_status,iteration,scenario_text
GEN_36,education|career|finance,risk_vs_stability | short_term_vs_long_term,ambiguous,0.3835616438356164,28,45,73,4,3,10,B2,A1,ok,0,"I am a 26-year-old professional at a crossroads in my career. I've been working in my current field for three years and am considering my next steps. Two distinct paths have emerged. One involves a high degree of uncertainty, while the other offers greater stability. The choice feels significant.

Option A: Pursue advanced training. This requires a two-year commitment and a tuition cost of $4,000 per year. It promises to greatly enhance my earning potential.

Option B: Remain in my current role. This offers immediate stability and a steady income. My salary would increase by $3,000 annually.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_37,education|career|finance,risk_vs_stability,ambiguous,0.39880952380952384,134,202,336,1,8,3,B2,A2,ok,0,"I am a 26-year-old professional. I recently completed a significant project at work, and my supervisor informed me that I would receive a bonus. However, the bonus amount is less than I anticipated, based on my understanding of the project's scope and my contributions. I value my relationship with my supervisor and the team. I also need to pay my monthly bills.

Option A: Accept the bonus as offered. This avoids any conflict and maintains a positive working relationship, but it leaves me with less money than expected.

Option B: Politely inquire about the discrepancy in the bonus. This could potentially result in a larger bonus, but it might be perceived negatively by my supervisor.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_38,education|career|finance,risk_vs_stability | short_term_vs_long_term,ambiguous,0.6,9,6,15,3,1,0,B2,A2,ok,0,"I am a 26-year-old professional exploring my educational options. I'm currently enrolled in a demanding degree program. I am finding it difficult to manage the coursework, and a major project is due in three months. The program requires a tuition payment of $4,000 per semester. I also need to pay for essential living expenses. I am unsure how I will pay for the next semester.

Option A: Continue in the program. This allows me to finish the degree in two years, but I will need to take out a loan that will total $16,000.

Option B: Withdraw from the program. I can find a job that pays $50,000 per year, but I will not have a degree.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_39,education|career|finance,prestige_vs_cost,ambiguous,0.6363636363636364,7,4,11,1,2,4,B2,A2,ok,0,"I am a 26-year-old professional considering further education. I've been accepted to two programs. One is at a university known for its strong reputation, but the program costs $45,000 per year, not including living expenses. The other program is at a less renowned institution, but is located nearby and the tuition is $15,000 per year. Both programs would take two years to complete. I am unsure which path to take.

Option A: Attend the prestigious university, taking on substantial debt. The program is known to open doors to many career opportunities.

Option B: Attend the local institution. I can avoid significant debt and remain close to support networks.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_40,education|career|finance,prestige_vs_cost | risk_vs_stability,high_risky,0.8461538461538461,55,10,65,2,1,1,B2,A1,ok,0,"I am a 26-year-old professional considering further education. I've been accepted to two programs. Program X is at a highly-regarded institution and claims strong career placement rates. However, the program costs $65,000 and is in a location that requires significant relocation. Program Y is at a well-regarded institution, costs $20,000, and is located near my current residence.

Option A: Attend Program X. Take on the higher cost and relocate for the perceived career benefits.

Option B: Attend Program Y. Stay local and minimize costs, prioritizing quality of life.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_41,education|career|finance,prestige_vs_cost | risk_vs_stability,high_risky,1.0,51,0,51,1,0,16,B2,A2,ok,0,"I am a 26-year-old professional considering my next career move. I have been accepted into two different training programs. Program A is a highly regarded, intensive course that promises excellent job placement and a salary of $90,000 within two years. However, it requires a $30,000 upfront tuition payment and a further $5,000 for materials. Program B is a less competitive but still reputable program that costs $10,000 total and offers a salary of $70,000 within three years.

Option A: Enroll in the highly regarded, intensive program.

Option B: Enroll in the less competitive but still reputable program.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_42,education|career|finance,risk_vs_stability | short_term_vs_long_term,high_safe,0.022641509433962263,6,259,265,1,9,4,B2,A1,ok,0,"I am a 26-year-old professional exploring further education. I have been accepted to two different programs, each with its own advantages. One is a fast-track undergraduate program that would allow me to begin a graduate program in three years, rather than the usual four. The other is a standard undergraduate program with the potential to transfer to a more prestigious institution after two years.

Option A: Start the accelerated program now. This offers a quicker route to a graduate degree, but with significantly more coursework.

Option B: Enroll in the standard undergraduate program. This option provides a more gradual pace, but extends the overall time commitment.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_43,education|career|finance,risk_vs_stability,high_safe,0.06822429906542056,73,997,1070,5,15,0,B2,A1,ok,0,"I am a 26-year-old professional exploring options for further education. I am considering enrolling in a program that requires me to take several courses. I have not yet declared a major, and am unsure of my long-term career goals. I have limited access to academic advising. The program costs $400 per credit hour. I need to complete the program within 3 years to avoid additional fees.

Option A: Register for classes without a declared major, exploring different courses, and potentially switching majors later.

Option B: Take general education courses to fulfill requirements regardless of major and delaying major declaration.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_44,education|career|finance,risk_vs_stability,high_safe,0.1038961038961039,8,69,77,3,8,1,B2,A1,ok,0,"I am a 26-year-old professional working in a competitive field. I've been considering my long-term career goals and evaluating options for the next few years. There is an advanced training program that could significantly enhance my skills, but it requires a substantial commitment. The application deadline is approaching, and I need to decide soon.

Option A: Enroll in the program. It costs $30,000 and requires two years of full-time study. This could lead to a higher salary and faster career progression.

Option B: Continue in my current role. I would save the $30,000 and maintain my current income. I could also explore alternative professional development opportunities.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_45,education|career|finance,short_term_vs_long_term | risk_vs_stability,high_safe,0.14893617021276595,21,120,141,3,8,5,B2,A2,ok,0,"I am a 26-year-old professional currently seeking employment. I have been unemployed for six months. I have two viable paths forward. One involves a significant investment in my future, while the other offers immediate stability. I am unsure which is best.

Option A: Enroll in a 12-month professional certification program costing $8,000. This could significantly improve my long-term career prospects.
Option B: Continue applying for jobs in my current field. This avoids immediate costs and offers the possibility of immediate income.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_46,education|career|finance,risk_vs_stability | prestige_vs_cost,high_safe,0.0,0,194,194,0,6,1,B2,A2,ok,0,"I am a 26-year-old professional exploring further education. I've been accepted to two different programs. The first is a highly specialized, one-year certificate program at a new institute. It focuses on emerging technologies, which could significantly boost my career. The second is a more established, two-year degree at a different institution. It's known for its strong campus life and offers a broader curriculum. Tuition costs are $18,000 for the certificate and $25,000 for the degree.

Option A: Enroll in the certificate program. This offers faster career advancement but requires moving to a new city and a less traditional learning environment.

Option B: Enroll in the degree program. This provides a more stable experience and a well-regarded education but may delay career progression.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_47,education|career|finance|health,risk_vs_stability | short_term_vs_long_term,high_safe,0.014705882352941176,4,268,272,2,13,5,B2,A2,ok,0,"I am a 26-year-old professional studying for a certification. I am currently working part-time to cover my living expenses. I have been offered two different work schedules at my current job. The first option would involve working four days a week, with a slightly higher hourly rate. The second option allows me to continue working three days a week, but at a slightly lower rate.

Option A: Work four days a week, earning $23 per hour. This schedule might leave me feeling overwhelmed and with less time to study.

Option B: Work three days a week, earning $20 per hour. This schedule allows more time to study but with less income.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_48,education|career|finance|health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional studying for a professional certification. I currently work a part-time job that offers flexible hours but pays $18 an hour. The certification requires significant study time, and the upcoming exam has a $300 registration fee. I am considering my options for the next six months.

Option A: Continue working at the current job while studying intensely for the certification. This allows me to maintain financial independence but risks burnout.

Option B: Reduce my work hours significantly or seek a different part-time job with more stable hours. This would allow more study time but reduce my income.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_49,education|career|finance|health|social,risk_vs_stability,high_risky,0.68,17,8,25,4,2,4,B2,A2,ok,0,"I am a 26-year-old professional at a crossroads. I have been working in my field for several years and have the opportunity to pursue advanced certification. This would require a two-year commitment, including intensive study and a significant time commitment. The certification costs $8,000, and there's a possibility of health challenges.

Option A: Enroll in the certification program. This offers the potential for a more fulfilling career and a salary increase of $20,000 annually.

Option B: Continue working in my current role. This provides stability, avoids debt, and allows me to maintain my current lifestyle.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_50,education|career|finance|health|social,risk_vs_stability | short_term_vs_long_term,high_safe,0.2537313432835821,17,50,67,3,11,5,B2,A2,ok,0,"I am a 26-year-old professional at a career crossroads. I've been working in my current field for several years and have reached a point where further advancement requires a significant investment in my education. I'm considering two paths. One involves a four-year program with a tuition cost of $80,000, while the other requires a two-year program with a $40,000 tuition.

Option A: Enroll in the four-year program. It could lead to a prestigious role. However, failure means I'm out the cost and time.

Option B: Enroll in the two-year program. It offers a faster track to a new career with less risk, but the ceiling may be lower.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_51,education|career|finance|health|social,risk_vs_stability,high_safe,0.0,0,587,587,0,7,0,B2,A2,ok,0,"I am a 26-year-old professional exploring career options. I have been accepted into a specialized training program that promises to open doors to a specific field. However, the program is at a newly-established institution with a mixed reputation. The program costs $45,000, payable over three years. Alternatively, I have a guaranteed job offer with a starting salary of $58,000 per year.

Option A: Attend the training program, potentially accelerating my career, but incurring a significant financial commitment and reputational risk.

Option B: Accept the job offer, ensuring financial stability and a more conventional career path, but possibly limiting my long-term prospects.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_52,education|career|finance|social,risk_vs_stability | short_term_vs_long_term,ambiguous,0.4166666666666667,5,7,12,5,5,7,B2,A1,ok,0,"I am a 26-year-old professional at a crossroads. I have been working in my current role for three years and have learned a lot, but I feel stagnant. A new opportunity has arisen. I can either take a chance on something new, or stay where I am.

Option A: Enroll in a demanding, two-year certification program. The program costs $15,000, but I could significantly increase my future earning potential.

Option B: Continue in my current position. I will receive a modest raise next year and maintain a comfortable work-life balance.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_53,education|career|finance|social,risk_vs_stability | short_term_vs_long_term,ambiguous,0.42857142857142855,21,28,49,1,6,5,B2,A2,ok,0,"I am a 26-year-old professional. I recently lost my housing and need to find a new place to live immediately. I also need to secure my finances to cover my basic needs. I'm exploring my options to stabilize my situation while also keeping my long-term goals in sight. I have two paths in front of me.

Option A: Accept an invitation to a job that offers immediate housing and a salary of $3,500 per month, but requires a three-year commitment and lacks flexibility.

Option B: Seek assistance from a local organization that provides temporary housing and career counseling. This path offers a path to long-term stability but will only provide $1,000 per month.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_54,education|career|finance|social,prestige_vs_cost | risk_vs_stability,ambiguous,0.5,8,8,16,3,5,11,B2,A1,ok,0,"I am a 26-year-old professional at a career crossroads. I've been working in a steady but unfulfilling role for the past three years. I'm considering a career change. I've been accepted into a demanding, two-year certification program that could lead to work I find more engaging. However, the program costs $15,000, and I’d have to take out a loan.

Option A: Enroll in the certification program. This offers a chance to pursue my passion and potentially earn a higher salary in the long run, but involves significant upfront investment and risk.

Option B: Remain in my current position. This provides stability and a reliable income, but I will likely remain unfulfilled.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_55,education|career|finance|social,risk_vs_stability,high_risky,0.8923076923076924,58,7,65,7,1,1,B2,A1,ok,0,"I am a 26-year-old professional working in a field with limited opportunities for advancement. I am considering a significant life change. I have always been fascinated by a creative field and am contemplating going back to school for a two-year advanced degree. The program costs $40,000, and I would forgo my current salary for the duration.

Option A: Enroll in the program. This offers the potential for a fulfilling career and new connections, but risks significant debt and uncertainty about future employment.

Option B: Remain in my current role. This offers financial stability and avoids any new risks, but the work may become stagnant and unfulfilling long term.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_56,education|career|finance|social,prestige_vs_cost | risk_vs_stability | short_term_vs_long_term | mobility_vs_rootedness | aggressive_vs_conservative,high_safe,0.0,0,222,222,0,19,0,B2,A2,ok,0,"I am a 26-year-old professional exploring further education. I've been accepted to two very different programs. One is a highly-regarded, but expensive, program with a strong alumni network. The other is a more affordable program with a good reputation. Both programs are a two-year commitment. I am in a committed romantic relationship with someone who is supportive of my goals.

Option A: Attend the prestigious program. The total cost, including living expenses, is $85,000. It is located in a different state, which would mean a long-distance relationship.

Option B: Attend the more affordable program. The total cost is $30,000. It is located close to my current home, and I could continue living with my partner.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_57,education|career|social,risk_vs_stability | short_term_vs_long_term | prestige_vs_cost,ambiguous,0.45454545454545453,5,6,11,5,3,4,B2,A2,ok,0,"I am a 22-year-old student approaching the end of my undergraduate studies. I have recently lost interest in my major, and my grades have suffered. I have been offered a place in a prestigious program that would fully fund my graduate education. However, I am increasingly drawn to a different, less conventional career path that does not require a degree.

Option A: Decline the funded program and pursue this new path, which offers a starting salary of $48,000 per year.

Option B: Accept the program offer and complete a master's degree, which I estimate will take two years.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_58,education|career|social,risk_vs_stability | mobility_vs_rootedness | short_term_vs_long_term,high_safe,0.010416666666666666,1,95,96,1,12,2,B2,A1,ok,0,"I am a person who has finished high school and is deciding where to go to college. I have been accepted to two universities. One is in a different state, and the other is in my home state. The out-of-state university is known for its innovative programs, but the tuition is $35,000 per year. The in-state university offers a more traditional curriculum, with tuition at $12,000 per year. Both are highly-regarded.

Option A: Attend the out-of-state university.

Option B: Attend the in-state university.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_59,education|finance,prestige_vs_cost,,,,,,,,,,,ok,0,"I am a 26-year-old professional exploring options for advanced education. I have been accepted to two programs. One is at a highly-regarded institution, but the tuition and fees total $85,000, with an estimated living cost of $20,000 per year. The other program is at a less selective school, with tuition and fees of $30,000, and similar living expenses. Both programs are two years in length.

Option A: Enroll in the prestigious program, taking out loans to cover the full cost. This could open doors, but create a large debt burden.

Option B: Attend the less expensive program, paying tuition and living costs with savings. This offers financial security, but potentially fewer opportunities.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_60,education|finance,risk_vs_stability,high_risky,1.0,139,0,139,3,0,5,B2,A2,ok,0,"I am a 26-year-old professional. A person I know is claiming I owe them $8,000 for a shared expense. They have sent a bill and threatened to involve a collections agency if I don't pay within 30 days. I believe they are mistaken. The issue involves a discrepancy in a prior agreement.

Option A: I could confront the person and attempt to resolve the issue directly, potentially involving legal action to dispute the debt. This could clear my name but risks further conflict and fees.

Option B: I could apply for a personal loan to pay the full amount and avoid collections. This would protect my credit score, but I would incur debt with interest.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_61,education|finance,prestige_vs_cost | risk_vs_stability,high_safe,0.0,0,132,132,1,11,4,B2,A2,ok,0,"I am a 26-year-old professional exploring options for advanced education. I have been accepted to two programs. Program A is at a well-known institution, with a curriculum that strongly aligns with my career goals. The total cost, including tuition and living expenses, is projected to be $85,000 over two years. Program B is at a less-renowned institution, but with a strong curriculum and a total cost of $35,000. Both programs are full-time.

Option A: Attend the prestigious program, potentially leading to higher future earnings, but incurring significant debt.

Option B: Attend the less expensive program, minimizing debt but possibly limiting future career prospects.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_62,education|finance|health|family,risk_vs_stability | short_term_vs_long-term,high_risky,0.6890756302521008,82,37,119,5,6,1,B2,A2,ok,0,"I am a 26-year-old professional considering my future. I am currently enrolled in a demanding training program that costs $800 a month and will take two more years to complete. The program is crucial for my long-term career goals but requires significant time and effort. I have been facing some challenges that have made focusing on my studies difficult.

Option A: Continue the program, accepting the current difficulties, and hoping to finish in two years. This may lead to substantial rewards in the future.

Option B: Take a less demanding course that is $300 a month and can be completed in one year. This will allow me to focus on other commitments and decrease my stress.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_63,education|health|social,risk_vs_stability | short_term_vs_long_term,high_safe,0.26495726495726496,31,86,117,5,7,3,B2,A1,ok,0,"I am a 26-year-old professional feeling overwhelmed. I've been working on a project for the past six months, averaging 60 hours a week. I'm starting to experience burnout: difficulty sleeping, lack of motivation, and a general sense of being drained. I’m also starting to feel disconnected from my friends. I have to decide what to do.

Option A: Take a two-month sabbatical, focusing on personal well-being and exploring hobbies. This would mean delaying project completion and potentially facing criticism from my colleagues.

Option B: Continue working on the project, pushing through the burnout to meet the deadline. This means maintaining momentum but risking a complete breakdown and further social isolation.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_64,education|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a person considering a career change. I've been offered two distinct paths. Option A involves a new training program that would last 18 months, requiring 40 hours per week, and costing $3,000 in tuition. It promises a significant boost to my long-term earning potential. Option B is a more direct path, a 12-month position that requires 40 hours per week and has no upfront cost. It offers immediate stability but with less potential for career advancement.

Option A: Enroll in the 18-month training program.
Option B: Accept the 12-month position.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_65,education|social,mobility_vs_rootedness,high_risky,0.9919354838709677,123,1,124,6,1,5,B2,A2,ok,0,"I am a 26-year-old professional. A person I know recently offered me a significant opportunity. It involves a six-month intensive training program in another region, after which I would be guaranteed a higher-level position. The training starts in three weeks, and requires relocating. However, my family relies on me for translation and assistance with daily tasks.

Option A: Accept the training program and relocate, potentially doubling my salary within a year. This requires a significant time commitment and leaves my family without my daily support.

Option B: Decline the training program and remain at my current job, continuing to support my family. This allows me to stay close and maintain stability, but limits my career advancement.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_66,education|social,risk_vs_stability,high_safe,0.0,0,154,154,0,5,4,B2,A1,ok,0,"I am a 26-year-old professional. Someone recently gave me a gift. The giver is a person I interact with regularly, but not closely. The gift is a physical item with an estimated value of $500. I am unsure of the giver's motivations. Accepting the gift could be seen as a sign of appreciation, but I am also concerned about the appearance of impropriety. Declining the gift outright might offend the giver.

Option A: Accept the gift and express gratitude.
Option B: Discreetly research the gift's origin and consider returning it.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_67,education|social|health,risk_vs_stability,high_risky,0.984251968503937,125,2,127,12,2,4,B2,A1,ok,0,"I am a 26-year-old professional considering a major life change. I was recently accepted into a highly competitive program that begins in three weeks. However, I’ve been experiencing significant emotional distress, making it difficult to focus. I'm unsure if I can manage the program’s demanding workload while feeling this way.

Option A: Immediately begin the program. It offers a fast track to my long-term career goals. The program costs $3,000 per semester.

Option B: Delay the program or seek professional help before starting. This would allow me to address my emotional needs. It would delay my career goals by six months.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_01,finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. A person has made a claim against me for $3,500, alleging a breach of contract. I believe the claim is inaccurate, but I lack definitive proof. The deadline to respond is in two weeks. I can either pursue legal action or attempt to resolve the issue directly.

Option A: Hire a lawyer and contest the claim in court. This could cost $2,000 in legal fees but potentially eliminate any financial responsibility and recover funds.

Option B: Gather documentation and communicate with the claimant. This approach carries no upfront costs but risks being held liable for the full amount.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_02,finance,short_term_vs_long_term,ambiguous,0.5,10,10,20,3,6,2,B2,A1,ok,0,"I am a 26-year-old professional. I own an asset I use regularly. It's in good condition, but I know it depreciates over time. A new model has just been released. I could trade in my current asset and get a new one. This would require taking on a small amount of debt. Alternatively, I could keep my current asset and use it until it breaks down.

Option A: Trade in my current asset. I would need to pay $3000 now.

Option B: Keep my current asset. I would avoid the $3000 payment.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_03,finance,risk_vs_stability,high_risky,0.9498080589141619,36371,1922,38293,11,5,0,B2,A2,ok,0,"I am a 26-year-old professional. A person has offered me a significant sum of money for my services on a short-term project. The compensation is $15,000, to be paid in three months. However, the agreement is complex, and I'm unsure about the tax implications. It also requires me to relocate to a new apartment.

Option A: Accept the offer as is.
Option B: Decline the offer, or renegotiate a more secure agreement with a $5,000 payment upfront, and stay in my current housing.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_04,finance,risk_vs_cost,high_risky,1.0,33,0,33,6,0,11,B2,A1,ok,0,"I am a 26-year-old professional. I need to complete a mandatory certification course for my job. The course has a final exam. I can take the exam at a local testing center, which costs $300. Alternatively, I can hire a private tutor for $100 per hour. I estimate I would need 3 hours of tutoring to feel fully prepared. The exam is in one week.

Option A: Hire a tutor for $300, plus the exam fee, giving me the best chance to pass the exam and get certified.

Option B: Take the exam directly at the testing center for $300, without tutoring, but risk failing and having to retake it.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_05,finance,risk_vs_stability,high_safe,0.0,0,605,605,0,8,1,B2,A1,ok,0,"I am a 26-year-old professional. I recently made a purchase online. Now, I believe the seller may be untrustworthy. I am owed a refund of $350. The seller is offering to process the refund within seven business days. Alternatively, I can dispute the charge with my bank immediately. This process could take up to 30 days.

Option A: Wait seven days for the refund from the seller.

Option B: Dispute the charge with my bank.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
FIN_06,finance,cost_vs_stability,high_safe,0.0,0,626,626,0,12,4,B2,A1,ok,0,"I am a 26-year-old professional exploring options for a new professional development program. I found two programs that seem promising. Program A costs $4,500 and promises advanced training in a sought-after skill, with a projected career benefit within three years. Program B costs $2,000 and offers a similar, though less intensive, curriculum, with a more modest career impact.

Option A: Enroll in the more expensive, intensive program.

Option B: Enroll in the less expensive, less intensive program.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_68,finance|career,risk_vs_stability,high_risky,1.0,55,0,55,7,0,1,B2,A2,ok,0,"I am a 26-year-old professional at a crossroads. My current role ends in three months. I have two paths forward. Option A involves using this time to take a professional certification course. This course costs $3,000 and would significantly boost my long-term earning potential. Option B involves immediately seeking new employment, which would guarantee a steady salary of $60,000 per year.

Option A: Pursue the certification, aiming for a higher salary in the future.

Option B: Accept a job offer now, securing immediate employment.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_69,finance|health,short_term_vs_long_term,ambiguous,0.36936936936936937,41,70,111,7,8,3,B2,A2,ok,0,"I am a 26-year-old professional. I recently developed a severe toothache. A dentist recommends an expensive procedure to address the problem immediately. The cost is $4,000, and I don't have that much cash available. I could take out a loan to cover the cost. Alternatively, I could explore less expensive dental options, which might only alleviate the pain temporarily.

Option A: Take out a loan to get the recommended procedure. I'd experience immediate pain relief, but face debt repayment over the next three years.

Option B: Explore alternative, less expensive dental options. This could delay treatment, but I'd avoid taking out a loan and its associated costs.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_70,finance|health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I am currently living in a difficult housing situation. The environment is becoming increasingly stressful. I have been offered an opportunity to move out and live independently. However, I have limited savings and my income is modest.

Option A: Immediately move out and find independent housing. This would cost $1,500 per month for rent and utilities.

Option B: Temporarily stay in my current living situation while seeking alternative housing. This would cost $0 per month.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_71,finance|health|social,risk_vs_stability,high_safe,0.06097560975609756,5,77,82,1,6,2,B2,A2,ok,0,"I am a 26-year-old professional. I am currently in a living situation that has become untenable. I have been offered a new job with a starting salary of $48,000 per year. I am considering my housing options, as I need to move quickly.

Option A: Rent a small apartment on my own, which would cost $1,600 per month. This offers privacy and autonomy. However, I would need to carefully budget and there is a risk of falling behind on bills.

Option B: Share a house with several other people, with rent at $800 per month. This provides financial stability and social support, but I would have less privacy.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_72,finance|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I recently received an unexpected job offer with a starting salary of $48,000 per year. The role is in a field I am passionate about, but it's located in a city with a high cost of living. I currently live with a family member in a tense household. My lease is up in three months.

Option A: Accept the job offer and move to the new city. I would need to secure housing immediately, which would cost $2,000 per month.

Option B: Decline the job offer and remain where I am. I would continue working in my current role, earning $42,000 per year.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
HLT_01,health,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. Recently, I've been experiencing persistent, concerning symptoms. I'm unsure of the underlying cause, and the symptoms are impacting my daily life. I've considered the possible causes, but I'm not a medical expert and I'm feeling increasingly worried. I need to decide how to proceed with getting a diagnosis and treatment.

Option A: Go to the nearest urgent care center. This would involve a $300 upfront cost, but could provide immediate answers.

Option B: Schedule an appointment with my primary care physician. This would cost approximately $75, but I might have to wait a week.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
HLT_02,health,risk_vs_stability,high_risky,0.7451923076923077,155,53,208,5,8,7,B2,A1,ok,0,"I am a 26-year-old professional experiencing a persistent health issue. A specialist recommended two potential approaches. The first involves a new medication with a high success rate in similar cases, but the treatment costs $300 per month and could take up to three months to show improvement. There is a small chance it could cause side effects.

Option A: Begin the medication immediately.
Option B: Try a combination of rest and over-the-counter remedies, which may take longer to show improvement.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_73,health|career|finance,risk_vs_stability,high_safe,0.08849557522123894,10,103,113,2,10,0,B2,A2,ok,0,"I am a 26-year-old professional. I recently sustained a minor injury while working. The pain is manageable, but my doctor advised me to rest for two weeks to prevent it from worsening. I am worried about the potential long-term consequences if I don't follow the doctor's orders. However, taking time off would mean missing important deadlines at work.

Option A: Continue working as usual, completing all tasks. This would allow me to maintain my current income and avoid falling behind schedule. This could potentially worsen the injury, requiring more extensive treatment later.

Option B: Take two weeks off to rest and recover. This would mean missing work and potentially delaying some projects. I would prioritize my health and hopefully prevent the injury from becoming more serious.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_74,health|finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I recently learned I need significant dental work, estimated to cost $4,000. I have a small emergency fund of $4,500. I am unsure whether to pay for the work upfront or finance it. I'm concerned about both the immediate impact on my finances and the long-term consequences.

Option A: Pay for the dental work directly. This avoids debt, but leaves me with only $500 in my emergency fund.

Option B: Finance the dental work over 24 months. This preserves my emergency fund, but adds to my monthly expenses with interest.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_75,health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I recently applied for an apartment and am awaiting a decision. However, I currently lack a place to stay for the next few days. I have two choices.

Option A: I could stay at a temporary medical facility, which offers immediate shelter over the weekend. However, this might delay the apartment application.

Option B: I could seek alternative temporary housing options, such as a short-term rental. This should not affect my apartment application.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_76,health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. Someone I know is facing a difficult situation. They believe a close family member may be making a series of poor choices that could lead to serious problems. I can either confront the family member directly or take a more cautious approach. I want to help, but I'm unsure how to proceed. I have a limited timeframe to act.

Option A: Speak directly to the family member. If I am correct this action could prevent further issues, but it could also cause a major rift and make the situation worse.

Option B: Gather more information and consult with others before acting. This approach might delay a solution, but it would avoid a confrontation and allow me to assess the situation more carefully.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_77,health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. Someone I know recently shared some critical information with me. I now have a decision to make about how to proceed. I could take a course of action that would drastically change the situation, but it carries considerable risk. Alternatively, I could choose a path that is more certain, but which will likely lead to an undesirable outcome. The stakes feel very high.

Option A: Take a calculated risk that, if successful, will avoid a major life change. It involves a difficult conversation and potentially some uncomfortable actions. The effort could take up to three months.

Option B: Accept the situation and proceed with a more conventional approach. This involves a long-term commitment and significant lifestyle adjustments. The process will likely take several months.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
